Opportunity_ID;Customer Name;Customer_Segment;Sector;Country;Customer_Status;Annual_Speed;Length_Of_Sales_Cycle;Product_Name;Highest_Contract_Level;Compelling_Event;RFP;Sales_Engineer_Engaged;Services_Included;Customer_Meeting;License;Contacts;Opportunity_Value
BIT97171SARL;Bit Market SARL;Enterprise;Goods;India;prior customer;Large;1 Year;Web Server;C-Level;Yes;No;Yes;Yes;29;209;129;65000
HTG74768SARL;HTG Komponente GmbH SARL;Fortune500;Finserv;Russia;current customer;Medium;18 Months;CRM;C-Level;Yes;Yes;No;Yes;6;63;26;70000
MOT74767SARL;Motomarkt Heidelberg GmbH SARL;Enterprise;Consumer Product;Brazil;prior customer;Big;1 Month;Security;C-Level;No;No;Yes;No;6;255;60;57000
NAP59972SARL;Napoli Export SARL;SMB;Finserv;Japan;prior customer;Medium;1 Year;Analytics;Manager Level;Yes;No;Yes;Yes;17;32;140;43000
JAS45841SARL;Jashanmal International Trading Co SARL;Enterprise;Apparel;Japan;prior customer;Medium;6 Months;Security;Manager Level;No;No;Yes;No;14;115;116;45000
ADE59463SARL;Adecom SA SARL;Enterprise;Finserv;UK;prospect;Huge;6 Months;Security;Individual Contributor Level;Yes;No;No;Yes;5;293;52;65000
BER37342SARL;Bernardin SA SARL;Enterprise;Goods;France;prior customer;Big;18 Months;Portal;C-Level;No;No;No;No;17;77;31;38000
MIL17055SARL;Miller & Son Trading Ltd. SARL;SMB;Consumer Product;Russia;prospect;Huge;6 Months;Web Server;Manager Level;Yes;Yes;No;Yes;16;148;50;19000
NOR76064SARL;Norwegian Import & Export Group SARL;SMB;High tech;Japan;prospect;Big;1 Year;Identity Server;Individual Contributor Level;Yes;Yes;No;No;19;118;85;16000
IND94359SARL;Industrial Supplies Inc. SARL;SMB;Healthcare;India;prospect;Large;2 Years;Analytics;C-Level;Yes;Yes;Yes;Yes;30;27;12;46000
LIV75927SARL;Live Insurance Inc. SARL;SMB;Manufacturing;China;prospect;Small;1 Year;Application Server;Individual Contributor Level;Yes;Yes;No;Yes;30;43;122;34000
DAV41729SARL;Davis Integration System SARL;SMB;Consumer Product;Russia;prospect;Small;18 Months;Security;Individual Contributor Level;Yes;No;Yes;Yes;20;126;23;16000
INS11494SARL;Insurance Company SARL;Fortune500;Manufacturing;Japan;prior customer;Medium;6 Months;Application Server;C-Level;Yes;Yes;Yes;No;27;63;150;37000
PRI85863SARL;Princeton Health Center SARL;SMB;Retail;India;prospect;Huge;1 Month;CRM;Manager Level;No;Yes;Yes;Yes;9;44;121;22000
CAN72225SARL;Candid International Technology SARL;Enterprise;Healthcare;France;prior customer;Large;6 Months;Web Server;Manager Level;Yes;Yes;No;Yes;25;141;52;40000
C-T60294SARL;C-Tech Corp SARL;SMB;Construction;Italy;prior customer;Medium;1 Year;CRM;Individual Contributor Level;Yes;Yes;Yes;Yes;30;137;81;15000
MAF97281SARL;Mafor Software Service Corp. SARL;Fortune500;Healthcare;Russia;current customer;Big;1 Year;Web Server;C-Level;No;No;Yes;Yes;48;220;73;158000
CRO56787SARL;Cross Worlds Consulting SARL;Enterprise;Apparel;Japan;prior customer;Medium;1 Year;Portal;Manager Level;No;Yes;No;Yes;8;212;42;47000
AND22358SARL;Andyna and Dynana Laboratories Inc SARL;SMB;Healthcare;Germany;prior customer;Medium;1 Year;Database;Individual Contributor Level;No;No;No;No;9;107;103;25000
PAL79881SARL;Palo Alto Airways Inc. SARL;SMB;Consumer Product;UK;current customer;Large;1 Year;Identity Server;C-Level;No;Yes;No;No;37;423;156;161000
HOT13323SARL;Hotel Alfonso Del Vida SARL;SMB;Manufacturing;Russia;prior customer;Big;6 Months;ERP;Individual Contributor Level;Yes;No;Yes;Yes;18;47;98;15000
LA 25186SARL;La Quinta Hotel & Towers SARL;Enterprise;Finserv;Italy;current customer;Big;18 Months;ERP;C-Level;Yes;Yes;No;No;13;139;135;69000
ROG85159SARL;Rogier Golf Resort YY SARL;SMB;Manufacturing;North America;current customer;Huge;1 Month;Web Server;Individual Contributor Level;Yes;Yes;Yes;No;11;54;15;25000
PAR88342SARL;Park Lane Hotel And Spa SARL;SMB;Consumer Product;China;prospect;Huge;1 Month;Analytics;Individual Contributor Level;No;No;Yes;No;18;36;115;14000
MED85496SARL;Media Store SARL;Fortune500;Goods;India;prior customer;Big;1 Month;Database;C-Level;No;No;No;No;10;230;26;40000
ADC58536SARL;ADCOM COMPUTER SARL;Enterprise;Consumer Product;France;prior customer;Small;1 Year;Security;Individual Contributor Level;Yes;No;No;No;9;277;5;40000
ALP85238SARL;ALPHA Center SARL;Enterprise;Manufacturing;Russia;prior customer;Big;6 Months;CRM;Manager Level;Yes;No;No;No;11;251;58;61000
TID19978SARL;Tidemann Electronics SARL;Enterprise;Retail;Japan;prospect;Huge;6 Months;Database;Manager Level;No;No;Yes;No;8;95;51;44000
KET80350SARL;Ketiv Technologies SARL;Enterprise;Healthcare;Germany;prior customer;Large;18 Months;Portal;Individual Contributor Level;Yes;No;No;No;14;89;6;54000
HOT73355SARL;Hotshot Racing SARL;SMB;Retail;Japan;prior customer;Large;6 Months;Portal;Manager Level;Yes;No;No;Yes;29;201;8;43000
TOR17317SARL;Tornado Motorsports SARL;Enterprise;Finserv;UK;prior customer;Big;6 Months;Analytics;Individual Contributor Level;Yes;Yes;Yes;Yes;15;185;115;37000
COM25356SARL;Computer Specialists Inc. SARL;SMB;Finserv;Japan;prospect;Medium;18 Months;CRM;Individual Contributor Level;Yes;No;Yes;No;23;50;30;33000
LES63181SARL;LES Sales Company SARL;Fortune500;Apparel;Italy;current customer;Huge;1 Year;ERP;C-Level;Yes;Yes;No;No;34;209;144;133000
CAN14442SARL;Candid International Technology SARL;Fortune500;Construction;Brazil;current customer;Small;1 Year;Security;C-Level;Yes;Yes;Yes;Yes;42;372;195;146000
PH 66590SARL;PH Monitor Corporation SARL;SMB;Healthcare;Germany;prospect;Big;18 Months;Portal;C-Level;Yes;Yes;Yes;Yes;25;65;135;40000
CCS26824SARL;CCS Industrial SARL;SMB;Retail;India;prior customer;Large;18 Months;Application Server;C-Level;Yes;No;No;No;3;49;147;49000
NOR82217SARL;North Energy Ltd SARL;Enterprise;Goods;Germany;prior customer;Huge;1 Year;Web Server;Manager Level;No;No;Yes;Yes;5;120;31;66000
WAL51327SARL;Wallace Distribution SARL;Enterprise;Construction;Germany;prior customer;Large;6 Months;Analytics;C-Level;Yes;No;Yes;No;12;168;13;39000
POW70425SARL;Powers & Company SARL;SMB;Healthcare;Japan;prior customer;Medium;1 Month;Identity Server;Manager Level;Yes;Yes;Yes;No;13;51;44;23000
COM77360SARL;Company World Incorporated SARL;Enterprise;Finserv;Germany;prospect;Large;2 Years;Security;Individual Contributor Level;Yes;Yes;No;No;25;181;55;53000
COM70539SARL;Compu Tech SARL;SMB;Construction;India;prospect;Small;1 Year;Web Server;Individual Contributor Level;No;No;No;Yes;19;19;21;50000
ALE88500SARL;Alexander Inc. SARL;Fortune500;Apparel;Brazil;prospect;Medium;1 Month;Database;Manager Level;Yes;No;No;Yes;11;64;113;24000
KAR50378SARL;Karl Smith SARL;SMB;Finserv;France;prospect;Large;18 Months;ERP;C-Level;Yes;No;Yes;Yes;3;130;104;13000
HAL61636SARL;Hallmann Anlagenbau GmbH SARL;Enterprise;Apparel;India;prior customer;Huge;1 Month;Security;Individual Contributor Level;Yes;No;No;No;10;179;153;53000
RIW41136SARL;RIWA Headquarters SARL;SMB;Apparel;India;prospect;Small;1 Year;Identity Server;Manager Level;Yes;Yes;No;No;3;19;66;16000
RIW92880SARL;RIWA Regional Storage Trenton SARL;Enterprise;Goods;Germany;prior customer;Small;1 Year;Portal;C-Level;Yes;No;Yes;Yes;18;52;62;63000
RIW29868SARL;RIWA Regional Warehouse Denver SARL;Fortune500;Consumer Product;Germany;prior customer;Huge;1 Month;ERP;Individual Contributor Level;No;No;Yes;No;29;32;68;15000
INU64675SARL;Inustrias Pacificas S.A. SARL;SMB;Apparel;Japan;prospect;Huge;2 Years;Identity Server;Individual Contributor Level;No;No;No;Yes;29;102;15;13000
FLA62702SARL;Flatter & Asche AG SARL;Enterprise;Construction;Italy;prior customer;Big;2 Years;Identity Server;Manager Level;Yes;Yes;No;Yes;24;123;141;71000
JOH11870SARL;John Taylor SARL;SMB;Finserv;Brazil;prospect;Huge;6 Months;Database;Individual Contributor Level;Yes;No;Yes;No;19;101;111;19000
ZUB79674SARL;Zuber AG SARL;Fortune500;Retail;Japan;prior customer;Medium;18 Months;Database;Individual Contributor Level;No;No;Yes;Yes;24;87;112;37000
FEU38357SARL;Feuerwehr Tuning AG SARL;SMB;Retail;Germany;current customer;Medium;1 Year;Portal;C-Level;No;No;No;Yes;28;484;54;138000
WAL43428SARL;Walther Maschinenbau GmbH SARL;Enterprise;Apparel;France;current customer;Large;18 Months;Application Server;Manager Level;Yes;No;Yes;Yes;5;139;108;69000
SCH46533SARL;Schnelle Feuerwehr SARL;Fortune500;Construction;France;current customer;Large;1 Year;Portal;C-Level;Yes;No;Yes;Yes;44;336;74;153000
EIN65380SARL;Einmalkunde SARL;SMB;Apparel;France;current customer;Huge;6 Months;Web Server;Individual Contributor Level;No;No;No;No;31;22;72;12000
PR 40023SARL;PR Electronics France SARL;Enterprise;High tech;Brazil;prior customer;Huge;18 Months;ERP;Individual Contributor Level;No;Yes;Yes;Yes;25;276;117;36000
GLO41079SARL;Global Industries PLC SARL;SMB;Goods;Russia;prospect;Big;6 Months;Database;Manager Level;No;Yes;Yes;Yes;25;119;68;20000
GLO63772SARL;Global Technologies PLC SARL;SMB;Healthcare;North America;prior customer;Small;2 Years;Security;Individual Contributor Level;Yes;No;No;No;20;84;116;23000
THE40136SARL;The Wine Consignee Inc. SARL;Fortune500;Manufacturing;France;prospect;Medium;6 Months;Database;Individual Contributor Level;No;Yes;Yes;No;29;148;148;49000
IDE30600SARL;IDES US Inc. SARL;Fortune500;Retail;North America;prospect;Small;1 Year;Identity Server;C-Level;No;No;No;Yes;3;110;85;16000
WAL80853SARL;Wal-Mart SARL;SMB;Construction;India;prospect;Large;1 Month;Database;Individual Contributor Level;Yes;Yes;Yes;No;31;145;69;46000
IDO87540SARL;IDONWANAPAY  Stores SARL;SMB;High tech;North America;current customer;Huge;1 Month;Security;Individual Contributor Level;No;No;Yes;Yes;9;131;85;27000
SUP36174SARL;Super-Mart SARL;Enterprise;Healthcare;North America;prior customer;Large;1 Year;Application Server;Manager Level;No;Yes;No;No;14;157;76;59000
KRO57956SARL;Krogertsens SARL;SMB;Manufacturing;China;prospect;Medium;6 Months;ERP;Manager Level;Yes;Yes;Yes;No;12;36;87;37000
KRO22526SARL;Krogertsens SARL;Fortune500;Construction;North America;current customer;Huge;1 Year;CRM;C-Level;Yes;No;No;No;37;180;175;130000
MAM61021SARL;Mamoun Darkazanli SARL;Enterprise;Construction;Russia;current customer;Medium;6 Months;Identity Server;Individual Contributor Level;No;Yes;No;Yes;6;74;95;55000
SOF71337SARL;Software Warehouse SARL;Fortune500;Consumer Product;Japan;current customer;Large;1 Year;Portal;C-Level;Yes;No;No;No;41;408;130;143000
BUY76197SARL;Buying Unlimited SARL;SMB;Retail;Italy;prior customer;Large;6 Months;Database;Manager Level;No;No;No;Yes;17;89;34;18000
GOU97882SARL;Gourmet Market SARL;Enterprise;Consumer Product;North America;prospect;Big;6 Months;Security;C-Level;Yes;No;Yes;No;26;131;21;57000
MUS77239SARL;Muster Kunde SARL;Enterprise;Apparel;North America;prior customer;Big;6 Months;Analytics;Manager Level;Yes;No;No;No;28;82;143;55000
CLI83092SARL;Cliente 2 SARL;SMB;Consumer Product;North America;prospect;Small;1 Month;Web Server;Individual Contributor Level;Yes;Yes;Yes;Yes;3;46;95;14000
HAV47813SARL;Havers  Inc. SARL;Fortune500;Manufacturing;Germany;current customer;Huge;1 Year;Portal;C-Level;Yes;Yes;No;Yes;39;366;178;126000
REM75415SARL;REMA Superstore SARL;Enterprise;Consumer Product;North America;prior customer;Huge;1 Year;Web Server;Individual Contributor Level;No;Yes;No;No;11;205;73;44000
01M86064SARL;01Megastore SARL;SMB;Apparel;UK;current customer;Medium;2 Years;Security;Manager Level;No;No;No;No;9;72;141;28000
06M32201SARL;06MegaStore SARL;SMB;Finserv;France;current customer;Medium;1 Month;Database;Individual Contributor Level;No;No;No;No;20;125;151;44000
CAR96923SARL;Carmella Credit SARL;Enterprise;Consumer Product;France;prior customer;Huge;1 Year;Portal;C-Level;Yes;Yes;Yes;No;24;237;108;58000
HAV76895SARL;Havers Inc SARL;Enterprise;Consumer Product;Italy;prior customer;Medium;1 Year;Web Server;C-Level;No;Yes;Yes;Yes;14;194;55;45000
CIL95439SARL;Cilox HiTech SARL;SMB;Consumer Product;Germany;prior customer;Huge;1 Year;Security;Manager Level;Yes;No;No;No;27;148;128;14000
COM35683SARL;Computer Systems SARL;SMB;Consumer Product;China;prospect;Huge;18 Months;Application Server;Manager Level;Yes;No;No;Yes;17;20;109;13000
ANT54928SARL;Antipolis SARL;SMB;Healthcare;India;current customer;Big;1 Month;Database;Individual Contributor Level;No;Yes;Yes;Yes;6;125;147;46000
PRA75680SARL;Praxis Dr. M³ller SARL;Enterprise;Construction;India;prior customer;Big;1 Year;Portal;Manager Level;No;Yes;Yes;Yes;6;50;100;76000
PRA16638SARL;Praxis Dr. Ernst & Dr. Weissing SARL;Fortune500;High tech;Russia;current customer;Medium;1 Year;Portal;C-Level;No;Yes;No;No;46;247;107;133000
PRA47853SARL;Praxis Dr. Rot SARL;Enterprise;High tech;Germany;current customer;Medium;2 Years;Portal;Manager Level;No;Yes;No;Yes;15;291;127;59000
REM44929SARL;REMA WH Regensburg SARL;SMB;Manufacturing;France;current customer;Large;1 Year;Analytics;Manager Level;No;Yes;No;No;8;37;139;49000
ERN63305SARL;Ernst Brinkmann KG SARL;SMB;Goods;Russia;prospect;Small;1 Month;Portal;Individual Contributor Level;No;No;Yes;No;17;30;29;24000
BUI29597SARL;Builders Depot SARL;Enterprise;High tech;Japan;prospect;Large;2 Years;Security;Manager Level;No;Yes;No;Yes;21;152;36;48000
CLI53886SARL;Clinton Industries SARL;Enterprise;High tech;Italy;prior customer;Large;6 Months;Identity Server;C-Level;Yes;Yes;Yes;No;6;60;25;66000
THO75450SARL;Thornbury Enterprises SARL;SMB;Apparel;Japan;prospect;Medium;1 Month;Application Server;Manager Level;No;No;No;Yes;2;92;104;19000
AME64683SARL;American Security Company SARL;Fortune500;High tech;China;current customer;Huge;1 Year;Identity Server;C-Level;Yes;Yes;Yes;Yes;31;440;41;143000
WEB15513SARL;Web Design Studio SARL;Enterprise;Consumer Product;UK;prior customer;Huge;2 Years;Analytics;Manager Level;Yes;No;Yes;Yes;21;41;106;36000
TIT42266SARL;Titan Manufacturing SARL;Enterprise;Manufacturing;Brazil;current customer;Small;18 Months;Web Server;Individual Contributor Level;Yes;Yes;Yes;Yes;13;55;72;50000
HOL61579SARL;Holden & Associates SARL;Enterprise;High tech;Brazil;prior customer;Medium;2 Years;Security;Manager Level;No;No;Yes;Yes;12;66;92;42000
MIL96504SARL;Milton & Milton SARL;SMB;Apparel;Russia;prospect;Huge;1 Month;CRM;Manager Level;No;No;Yes;Yes;30;81;6;47000
BRI80229SARL;Brighton Inc SARL;Enterprise;Apparel;North America;prior customer;Huge;2 Years;Analytics;Manager Level;No;Yes;Yes;Yes;6;95;63;66000
SUN17707SARL;Sunburst Inc SARL;Enterprise;Goods;Japan;prior customer;Medium;1 Year;Database;Individual Contributor Level;No;Yes;No;Yes;18;147;112;62000
MAT34361SARL;Matrax SARL;Enterprise;Manufacturing;Japan;prospect;Huge;1 Month;ERP;Manager Level;Yes;Yes;No;Yes;12;161;40;37000
JMA56446SARL;JMart SARL;SMB;Construction;Japan;prior customer;Small;18 Months;CRM;Manager Level;No;No;Yes;No;27;30;94;18000
INN82899SARL;Innovative Systems Inc. SARL;SMB;Finserv;UK;current customer;Medium;6 Months;Identity Server;C-Level;No;No;Yes;Yes;14;76;81;48000
HAL69809SARL;Hall Manufacturing SARL;SMB;Retail;North America;prospect;Medium;1 Month;CRM;Manager Level;Yes;No;Yes;No;9;84;101;27000
REM75076SARL;Rema Store 1010 SARL;Enterprise;Apparel;Russia;current customer;Large;1 Year;CRM;C-Level;No;Yes;Yes;Yes;11;56;116;55000
JIM83554SARL;Jim┤s Mart 1026 SARL;Enterprise;Finserv;China;prior customer;Medium;6 Months;Portal;Manager Level;Yes;No;Yes;No;19;140;53;44000
FRE67928SARL;Fred Miller SARL;Fortune500;Retail;Russia;current customer;Large;1 Year;Identity Server;C-Level;Yes;No;No;Yes;26;465;130;141000
VNE24166SARL;vNet SARL;Fortune500;Finserv;Russia;current customer;Large;1 Year;CRM;C-Level;Yes;No;Yes;Yes;45;151;76;130000
DAT24371SARL;Data Corp. SARL;SMB;Apparel;Japan;current customer;Huge;6 Months;Application Server;Individual Contributor Level;Yes;No;Yes;No;31;39;46;31000
SEC52593SARL;Second Source SARL;SMB;Apparel;Italy;prior customer;Big;2 Years;Portal;Individual Contributor Level;No;No;No;Yes;18;68;22;30000
XNE66764SARL;xNET SARL;Enterprise;Construction;UK;prior customer;Huge;6 Months;Web Server;Manager Level;No;Yes;Yes;No;23;71;51;45000
WOR18489SARL;World PC Inc. SARL;SMB;Construction;France;prospect;Medium;6 Months;Portal;C-Level;No;No;Yes;Yes;9;65;84;21000
TOW51520SARL;Townsend Company SARL;SMB;Finserv;UK;prospect;Huge;6 Months;Portal;C-Level;Yes;Yes;No;Yes;17;34;82;38000
AVN72272SARL;Avnet Electronics SARL;Enterprise;Consumer Product;Russia;prior customer;Medium;6 Months;Application Server;C-Level;Yes;No;No;Yes;29;299;97;76000
EC 72978SARL;EC Enterprises SARL;Enterprise;Finserv;Russia;current customer;Big;2 Years;CRM;C-Level;Yes;No;Yes;No;27;97;41;42000
MIC58812SARL;Microwell SARL;SMB;Finserv;China;prior customer;Small;6 Months;Portal;Manager Level;Yes;No;Yes;No;14;52;80;68000
IND62650SARL;Industrie Dynamique SARL;Enterprise;Manufacturing;Italy;prior customer;Big;6 Months;Identity Server;Manager Level;No;No;Yes;No;16;94;40;61000
ABI36143SARL;Abidon Corp SARL;Enterprise;High tech;Brazil;prior customer;Huge;6 Months;Identity Server;C-Level;No;Yes;Yes;Yes;29;64;155;43000
GRE91274SARL;Greentree Enterprise SARL;SMB;Construction;North America;current customer;Huge;1 Year;Portal;Manager Level;Yes;Yes;Yes;Yes;27;130;22;50000
TIM28193SARL;Timco Corporation SARL;SMB;Retail;Russia;prospect;Large;6 Months;Portal;Manager Level;Yes;Yes;Yes;Yes;9;140;123;25000
RAW99080SARL;Rawlings Group SARL;Fortune500;Healthcare;India;current customer;Huge;1 Year;Security;C-Level;Yes;No;No;No;39;271;24;164000
LAN74661SARL;Landstar Corp SARL;Fortune500;Retail;Japan;current customer;Medium;1 Year;Identity Server;C-Level;No;No;No;Yes;49;414;158;129000
LOU60720SARL;Lou Windham SARL;Enterprise;Finserv;Italy;current customer;Big;2 Years;Database;C-Level;No;Yes;No;No;25;127;101;74000
TOM10071SARL;Tom Little SARL;SMB;High tech;India;prospect;Small;1 Month;Application Server;Individual Contributor Level;Yes;No;Yes;Yes;24;104;65;21000
MAR98013SARL;MARIE WITENBURG SARL;Enterprise;Consumer Product;Japan;prospect;Medium;6 Months;Security;Manager Level;No;No;No;Yes;9;283;33;37000
MAR86174SARL;MARIE ZDROK SARL;Enterprise;Healthcare;Italy;prior customer;Big;18 Months;Security;Individual Contributor Level;No;Yes;No;No;14;221;72;70000
LOR89995SARL;LORI ZINNY SARL;SMB;Finserv;Russia;prospect;Medium;2 Years;ERP;Manager Level;Yes;Yes;No;Yes;30;120;80;33000
JAN71218SARL;JANET ZUSSIN SARL;SMB;Healthcare;Germany;current customer;Medium;1 Year;Analytics;C-Level;Yes;Yes;No;No;46;523;168;140000
JAN10673SARL;JANE CASTILLO SARL;Fortune500;Finserv;Russia;current customer;Huge;1 Year;Application Server;C-Level;Yes;No;No;Yes;33;323;191;141000
JAN44415SARL;JANE SANCHEZ SARL;Enterprise;Retail;UK;prior customer;Medium;18 Months;Database;Manager Level;No;No;No;Yes;23;144;27;63000
P. 83823SARL;P. Baker SARL;Enterprise;High tech;India;prior customer;Big;1 Month;Database;Individual Contributor Level;No;No;Yes;No;13;94;113;43000
ALA51358SARL;ALAN FAITH SARL;Enterprise;High tech;Russia;prior customer;Small;1 Month;Analytics;Manager Level;Yes;No;Yes;No;6;154;109;70000
JIM90154SARL;JIM FARAIZL SARL;Enterprise;Goods;Brazil;prospect;Big;1 Month;Security;Manager Level;Yes;No;No;No;21;90;84;38000
ALA63220SARL;ALAN FARRAR SARL;Fortune500;Goods;Germany;current customer;Huge;1 Year;Database;C-Level;Yes;Yes;No;No;22;384;120;181000
BIL98066SARL;BILL FERNANCE SARL;Enterprise;Construction;Italy;current customer;Medium;6 Months;CRM;C-Level;No;Yes;No;Yes;26;128;108;36000
BIL31738SARL;BILL FERRARA SARL;Enterprise;Apparel;Japan;prior customer;Big;2 Years;Security;C-Level;No;No;No;Yes;6;129;27;65000
ALA62972SARL;ALAN FINER SARL;Enterprise;Retail;China;current customer;Medium;1 Year;ERP;Manager Level;No;Yes;Yes;Yes;24;77;135;40000
JAM60364SARL;JAMES GRUPER SARL;Enterprise;Construction;Italy;prior customer;Small;6 Months;Web Server;Manager Level;No;Yes;No;Yes;13;160;129;59000
JOH50868SARL;JOHN GRÍNROS SARL;SMB;Construction;North America;prospect;Huge;1 Month;Application Server;Individual Contributor Level;Yes;No;No;Yes;9;81;82;12000
ALA58948SARL;ALAN GUETTEL SARL;Enterprise;Apparel;Brazil;prior customer;Huge;6 Months;Security;Individual Contributor Level;Yes;No;No;Yes;22;128;54;39000
BEN36929SARL;BEN GUIER SARL;SMB;Construction;Japan;prospect;Huge;18 Months;ERP;Individual Contributor Level;No;Yes;No;No;14;61;133;34000
ALA17428SARL;ALAN GWARA SARL;Fortune500;Retail;North America;prospect;Medium;1 Month;Portal;Individual Contributor Level;No;No;Yes;No;19;46;124;42000
SAN57575SARL;Sandra 00Turner SARL;Enterprise;Apparel;UK;prior customer;Huge;1 Year;Analytics;C-Level;No;Yes;Yes;No;23;154;5;41000
MAR88212SARL;Mark Miller SARL;Fortune500;Manufacturing;Italy;prior customer;Huge;18 Months;CRM;Individual Contributor Level;Yes;Yes;Yes;No;22;141;66;46000
SCO64679SARL;Scott Parker SARL;SMB;Healthcare;France;prospect;Large;1 Month;Database;C-Level;Yes;Yes;Yes;No;17;42;139;46000
TAN55979SARL;Tandra SARL;Enterprise;Healthcare;Brazil;prospect;Medium;6 Months;Analytics;Manager Level;Yes;No;Yes;Yes;20;190;53;58000
PAS32175SARL;Pascal Roberts SARL;SMB;Manufacturing;North America;current customer;Huge;6 Months;Application Server;Individual Contributor Level;No;Yes;Yes;Yes;5;35;116;47000
KIM82811SARL;Kim Possible Inc. - East SARL;SMB;Retail;Brazil;prior customer;Medium;18 Months;Identity Server;Manager Level;Yes;No;No;Yes;31;128;106;41000
NEL94143S BV;Nelson Tax & Associates BV;SMB;Construction;France;current customer;Large;6 Months;Database;Individual Contributor Level;Yes;Yes;Yes;Yes;5;135;149;12000
EMM21750L BV;Emma Bull BV;Enterprise;High tech;UK;prior customer;Small;1 Year;Portal;C-Level;Yes;No;Yes;No;25;80;120;67000
JOH13218S BV;John Evans BV;Enterprise;Healthcare;Japan;prior customer;Huge;6 Months;Application Server;C-Level;Yes;Yes;Yes;Yes;13;118;8;50000
ROG92476N BV;Roger Zahn BV;Enterprise;Manufacturing;China;prior customer;Medium;6 Months;Security;Individual Contributor Level;No;Yes;Yes;No;17;217;31;50000
CHE34066S BV;Chelsa Quinn Yates BV;Enterprise;Retail;Japan;current customer;Big;6 Months;Portal;C-Level;No;No;Yes;No;5;68;102;57000
ROB38865N BV;Robert Jensen BV;Enterprise;Construction;North America;prior customer;Large;1 Year;Application Server;Manager Level;Yes;No;Yes;Yes;11;260;41;65000
JOE19673N BV;Joe Masson BV;SMB;Construction;Russia;prospect;Small;6 Months;CRM;Manager Level;No;No;Yes;Yes;13;118;109;30000
TRA77661S BV;Tracy Collins BV;SMB;High tech;Russia;prior customer;Large;1 Month;ERP;C-Level;No;No;No;Yes;16;46;37;30000
ALE93384H BV;Alex Lynch BV;SMB;Apparel;North America;prospect;Medium;6 Months;Web Server;Manager Level;Yes;Yes;Yes;No;20;78;8;20000
STE33617N BV;Steve Martin BV;Enterprise;Healthcare;France;prior customer;Huge;2 Years;Security;Manager Level;Yes;Yes;No;Yes;18;271;57;76000
AGN47435A BV;Agnes Varda BV;SMB;Goods;Japan;prospect;Huge;2 Years;Portal;Manager Level;No;Yes;No;Yes;7;73;13;21000
ALB82559S BV;Albert Brooks BV;Fortune500;Healthcare;Japan;current customer;Small;1 Year;Security;C-Level;No;Yes;No;No;18;220;183;106000
EDW38266S BV;Edward Burns BV;Enterprise;Apparel;Germany;prior customer;Big;1 Month;Application Server;C-Level;No;No;No;No;22;115;78;49000
PET68487G BV;Peter King BV;Enterprise;Finserv;Germany;prospect;Large;1 Year;Identity Server;Manager Level;Yes;Yes;Yes;Yes;7;211;44;70000
DOU67997R BV;Douglas Barker BV;SMB;Retail;North America;prospect;Huge;1 Month;Security;Manager Level;Yes;No;Yes;No;15;142;84;22000
JAN89669S BV;Janett Adams BV;Fortune500;Apparel;North America;prior customer;Huge;18 Months;Portal;C-Level;No;Yes;Yes;Yes;5;143;92;57000
RON96131Y BV;Ronald Bey BV;Fortune500;Manufacturing;India;current customer;Large;1 Year;Identity Server;C-Level;No;No;No;No;19;355;77;148000
BEC10473N BV;Becker Berlin BV;SMB;Healthcare;Italy;prior customer;Huge;1 Month;Security;Individual Contributor Level;No;No;Yes;No;31;133;74;32000
LAM70014H BV;Lampen-Markt GmbH BV;Enterprise;Retail;China;prior customer;Small;6 Months;Database;Manager Level;Yes;Yes;Yes;Yes;13;90;147;67000
OME76693T BV;Omega Soft-Hardware Markt BV;Enterprise;Goods;Japan;prior customer;Small;1 Year;Portal;Manager Level;Yes;No;No;No;25;217;82;43000
AUT68751H BV;Autohaus Franzl GmbH BV;Enterprise;Finserv;Germany;prospect;Big;1 Month;Portal;Manager Level;Yes;No;Yes;Yes;5;103;51;47000
INS80499G BV;Institut fuer Umweltforschung BV;SMB;Manufacturing;UK;prior customer;Large;1 Year;Identity Server;Individual Contributor Level;No;Yes;Yes;No;11;49;68;32000
KAR20249T BV;Karsson High Tech Markt BV;Fortune500;Consumer Product;Brazil;current customer;Medium;1 Year;Security;C-Level;Yes;No;No;Yes;25;283;79;130000
ERL56941G BV;ERL Freiburg BV;Fortune500;Finserv;Japan;current customer;Small;1 Year;Database;C-Level;No;Yes;Yes;Yes;40;573;114;147000
PHU79838G BV;Phundix KG BV;Enterprise;Manufacturing;China;prior customer;Small;1 Month;Security;C-Level;No;Yes;Yes;No;6;53;37;52000
HIT65712G BV;Hitech AG BV;SMB;Apparel;Russia;prospect;Small;18 Months;Application Server;Manager Level;No;Yes;No;Yes;31;70;119;35000
MOT23568H BV;Motomarkt Stuttgart GmbH BV;Enterprise;Healthcare;Japan;prior customer;Huge;1 Year;Analytics;C-Level;Yes;No;No;Yes;20;161;123;57000
ELE61287Y BV;Elektromarkt Bamby BV;SMB;Finserv;Italy;current customer;Small;1 Year;Identity Server;C-Level;Yes;Yes;Yes;Yes;34;429;28;157000
COM40374R BV;Computer Competence Center BV;Enterprise;Consumer Product;France;prior customer;Medium;1 Year;Security;Manager Level;No;Yes;Yes;No;9;106;138;46000
MIN35774H BV;Minerva Energieversorgung GmbH BV;Enterprise;Construction;Russia;prior customer;Big;18 Months;Database;Manager Level;No;Yes;Yes;Yes;11;199;73;57000
